fired,id,year,tm,exp,tenure,poc,prior_hc_stops,prior_hc_seasons,prior_win_pct,prior_w_plyf,prior_sb_wins,prior_sb_apps,prior_coy_share,career_sb_wins,career_sb_apps,years_since_last_hc,prehire_win_pct_1,prehire_round_1,prehire_win_pct_2,prehire_round_2,prehire_win_pct_3,prehire_round_3,age_t0,playoff_round_t0,win_pct_t0,w_plyf_t0,coy_share_t0,coy_rank_t0,tenure_idx_t0,age_t1,playoff_round_t1,win_pct_t1,w_plyf_t1,coy_share_t1,coy_rank_t1,tenure_idx_t1,age_t2,playoff_round_t2,win_pct_t2,w_plyf_t2,coy_share_t2,coy_rank_t2,tenure_idx_t2,age_t3,playoff_round_t3,win_pct_t3,w_plyf_t3,coy_share_t3,coy_rank_t3,tenure_idx_t3,age_t4,playoff_round_t4,win_pct_t4,w_plyf_t4,coy_share_t4,coy_rank_t4,tenure_idx_t4
0,FassJi0,2000,NYG,4,4,0,0,0,,0.0,0,0,0.0,0,1,,0.375,0.0,0.313,0.0,0.563,0.0,51.0,4,0.75,2.0,0.04,3.0,4,50.0,0.0,0.4375,0.0,0.0,,3.0,49.0,0.0,0.5,0.0,0.0,,2.0,48.0,1.0,0.6666666666666666,0.0,0.417,1.0,1.0,,,,,,,
0,FassJi0,2001,NYG,5,5,0,0,0,,0.0,0,0,0.0,0,1,,0.375,0.0,0.313,0.0,0.563,0.0,52.0,0,0.4375,0.0,0.0,,5,51.0,4.0,0.75,2.0,0.04,3.0,4.0,50.0,0.0,0.4375,0.0,0.0,,3.0,49.0,0.0,0.5,0.0,0.0,,2.0,48.0,1.0,0.6666666666666666,0.0,0.417,1.0,1.0
0,FassJi0,2002,NYG,6,6,0,0,0,,0.0,0,0,0.0,0,1,,0.375,0.0,0.313,0.0,0.563,0.0,53.0,1,0.625,0.0,0.021,6.0,6,52.0,0.0,0.4375,0.0,0.0,,5.0,51.0,4.0,0.75,2.0,0.04,3.0,4.0,50.0,0.0,0.4375,0.0,0.0,,3.0,49.0,0.0,0.5,0.0,0.0,,2.0
1,FassJi0,2003,NYG,7,7,0,0,0,,0.0,0,0,0.0,0,1,,0.375,0.0,0.313,0.0,0.563,0.0,54.0,0,0.25,0.0,0.0,,7,53.0,1.0,0.625,0.0,0.021,6.0,6.0,52.0,0.0,0.4375,0.0,0.0,,5.0,51.0,4.0,0.75,2.0,0.04,3.0,4.0,50.0,0.0,0.4375,0.0,0.0,,3.0
0,FishJe0,1995,HOU,1,1,0,0,0,,0.0,0,0,0.0,0,0,,0.125,0.0,0.75,2.0,0.625,1.0,37.0,0,0.4375,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,FishJe0,1996,HOU,2,2,0,0,0,,0.0,0,0,0.0,0,0,,0.125,0.0,0.75,2.0,0.625,1.0,38.0,0,0.5,0.0,0.0,,2,37.0,0.0,0.4375,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,
0,FishJe0,1997,TEN,3,1,0,1,2,0.46875,0.0,0,0,0.0,0,0,0.0,0.5,0.0,0.438,0.0,0.125,0.0,39.0,0,0.5,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,FishJe0,1998,TEN,4,2,0,1,2,0.46875,0.0,0,0,0.0,0,0,0.0,0.5,0.0,0.438,0.0,0.125,0.0,40.0,0,0.5,0.0,0.0,,2,39.0,0.0,0.5,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,
0,FishJe0,1999,TEN,5,3,0,1,2,0.46875,0.0,0,0,0.0,0,1,0.0,0.5,0.0,0.438,0.0,0.125,0.0,41.0,4,0.8125,3.0,0.05,3.0,3,40.0,0.0,0.5,0.0,0.0,,2.0,39.0,0.0,0.5,0.0,0.0,,1.0,,,,,,,,,,,,,,
0,FishJe0,2000,TEN,6,4,0,1,2,0.46875,0.0,0,0,0.0,0,1,0.0,0.5,0.0,0.438,0.0,0.125,0.0,42.0,2,0.8125,0.0,0.04,4.0,4,41.0,4.0,0.8125,3.0,0.05,3.0,3.0,40.0,0.0,0.5,0.0,0.0,,2.0,39.0,0.0,0.5,0.0,0.0,,1.0,,,,,,,
0,FishJe0,2001,TEN,7,5,0,1,2,0.46875,0.0,0,0,0.0,0,1,0.0,0.5,0.0,0.438,0.0,0.125,0.0,43.0,0,0.4375,0.0,0.0,,5,42.0,2.0,0.8125,0.0,0.04,4.0,4.0,41.0,4.0,0.8125,3.0,0.05,3.0,3.0,40.0,0.0,0.5,0.0,0.0,,2.0,39.0,0.0,0.5,0.0,0.0,,1.0
0,FishJe0,2002,TEN,8,6,0,1,2,0.46875,0.0,0,0,0.0,0,1,0.0,0.5,0.0,0.438,0.0,0.125,0.0,44.0,3,0.6875,1.0,0.125,2.0,6,43.0,0.0,0.4375,0.0,0.0,,5.0,42.0,2.0,0.8125,0.0,0.04,4.0,4.0,41.0,4.0,0.8125,3.0,0.05,3.0,3.0,40.0,0.0,0.5,0.0,0.0,,2.0
0,FishJe0,2003,TEN,9,7,0,1,2,0.46875,0.0,0,0,0.0,0,1,0.0,0.5,0.0,0.438,0.0,0.125,0.0,45.0,2,0.75,1.0,0.0,,7,44.0,3.0,0.6875,1.0,0.125,2.0,6.0,43.0,0.0,0.4375,0.0,0.0,,5.0,42.0,2.0,0.8125,0.0,0.04,4.0,4.0,41.0,4.0,0.8125,3.0,0.05,3.0,3.0
0,FishJe0,2004,TEN,10,8,0,1,2,0.46875,0.0,0,0,0.0,0,1,0.0,0.5,0.0,0.438,0.0,0.125,0.0,46.0,0,0.3125,0.0,0.0,,8,45.0,2.0,0.75,1.0,0.0,,7.0,44.0,3.0,0.6875,1.0,0.125,2.0,6.0,43.0,0.0,0.4375,0.0,0.0,,5.0,42.0,2.0,0.8125,0.0,0.04,4.0,4.0
0,FishJe0,2005,TEN,11,9,0,1,2,0.46875,0.0,0,0,0.0,0,1,0.0,0.5,0.0,0.438,0.0,0.125,0.0,47.0,0,0.25,0.0,0.0,,9,46.0,0.0,0.3125,0.0,0.0,,8.0,45.0,2.0,0.75,1.0,0.0,,7.0,44.0,3.0,0.6875,1.0,0.125,2.0,6.0,43.0,0.0,0.4375,0.0,0.0,,5.0
0,FishJe0,2006,TEN,12,10,0,1,2,0.46875,0.0,0,0,0.0,0,1,0.0,0.5,0.0,0.438,0.0,0.125,0.0,48.0,0,0.5,0.0,0.02,4.0,10,47.0,0.0,0.25,0.0,0.0,,9.0,46.0,0.0,0.3125,0.0,0.0,,8.0,45.0,2.0,0.75,1.0,0.0,,7.0,44.0,3.0,0.6875,1.0,0.125,2.0,6.0
0,FishJe0,2007,TEN,13,11,0,1,2,0.46875,0.0,0,0,0.0,0,1,0.0,0.5,0.0,0.438,0.0,0.125,0.0,49.0,1,0.625,0.0,0.0,,11,48.0,0.0,0.5,0.0,0.02,4.0,10.0,47.0,0.0,0.25,0.0,0.0,,9.0,46.0,0.0,0.3125,0.0,0.0,,8.0,45.0,2.0,0.75,1.0,0.0,,7.0
0,FishJe0,2008,TEN,14,12,0,1,2,0.46875,0.0,0,0,0.0,0,1,0.0,0.5,0.0,0.438,0.0,0.125,0.0,50.0,2,0.8125,0.0,0.06,3.0,12,49.0,1.0,0.625,0.0,0.0,,11.0,48.0,0.0,0.5,0.0,0.02,4.0,10.0,47.0,0.0,0.25,0.0,0.0,,9.0,46.0,0.0,0.3125,0.0,0.0,,8.0
0,FishJe0,2009,TEN,15,13,0,1,2,0.46875,0.0,0,0,0.0,0,1,0.0,0.5,0.0,0.438,0.0,0.125,0.0,51.0,0,0.5,0.0,0.0,,13,50.0,2.0,0.8125,0.0,0.06,3.0,12.0,49.0,1.0,0.625,0.0,0.0,,11.0,48.0,0.0,0.5,0.0,0.02,4.0,10.0,47.0,0.0,0.25,0.0,0.0,,9.0
1,FishJe0,2010,TEN,16,14,0,1,2,0.46875,0.0,0,0,0.0,0,1,0.0,0.5,0.0,0.438,0.0,0.125,0.0,52.0,0,0.375,0.0,0.0,,14,51.0,0.0,0.5,0.0,0.0,,13.0,50.0,2.0,0.8125,0.0,0.06,3.0,12.0,49.0,1.0,0.625,0.0,0.0,,11.0,48.0,0.0,0.5,0.0,0.02,4.0,10.0
0,FishJe0,2012,STL,17,1,0,2,16,0.55078125,5.0,0,1,0.29500000000000004,0,1,1.0,0.125,0.0,0.438,0.0,0.063,0.0,54.0,0,0.4666666666666667,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,FishJe0,2013,STL,18,2,0,2,16,0.55078125,5.0,0,1,0.29500000000000004,0,1,1.0,0.125,0.0,0.438,0.0,0.063,0.0,55.0,0,0.4375,0.0,0.0,,2,54.0,0.0,0.4666666666666667,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,
0,FishJe0,2014,STL,19,3,0,2,16,0.55078125,5.0,0,1,0.29500000000000004,0,1,1.0,0.125,0.0,0.438,0.0,0.063,0.0,56.0,0,0.375,0.0,0.0,,3,55.0,0.0,0.4375,0.0,0.0,,2.0,54.0,0.0,0.4666666666666667,0.0,0.0,,1.0,,,,,,,,,,,,,,
1,FishJe0,2015,STL,20,4,0,2,16,0.55078125,5.0,0,1,0.29500000000000004,0,1,1.0,0.125,0.0,0.438,0.0,0.063,0.0,57.0,0,0.4375,0.0,0.0,,4,56.0,0.0,0.375,0.0,0.0,,3.0,55.0,0.0,0.4375,0.0,0.0,,2.0,54.0,0.0,0.4666666666666667,0.0,0.0,,1.0,,,,,,,
1,FishJe0,2016,LAR,21,1,0,3,20,0.5266457680250783,5.0,0,1,0.29500000000000004,0,1,0.0,0.438,0.0,0.375,0.0,0.438,0.0,58.0,0,0.3076923076923077,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,FlorBr0,2019,MIA,1,1,1,0,0,,0.0,0,0,0.0,0,0,,0.438,0.0,0.375,0.0,0.625,1.0,38.0,0,0.3125,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,FlorBr0,2020,MIA,2,2,1,0,0,,0.0,0,0,0.0,0,0,,0.438,0.0,0.375,0.0,0.625,1.0,39.0,0,0.625,0.0,0.122,3.0,2,38.0,0.0,0.3125,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,
1,FlorBr0,2021,MIA,3,3,1,0,0,,0.0,0,0,0.0,0,0,,0.438,0.0,0.375,0.0,0.625,1.0,40.0,0,0.5294117647058824,0.0,0.0,,3,39.0,0.0,0.625,0.0,0.122,3.0,2.0,38.0,0.0,0.3125,0.0,0.0,,1.0,,,,,,,,,,,,,,
0,FlorTo0,1979,OAK,1,1,1,0,0,,0.0,0,0,0.0,0,0,,0.563,0.0,0.786,3.0,0.929,5.0,42.0,0,0.5625,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,FlorTo0,1980,OAK,2,2,1,0,0,,0.0,0,0,0.0,1,1,,0.563,0.0,0.786,3.0,0.929,5.0,43.0,5,0.6875,4.0,0.048,4.0,2,42.0,0.0,0.5625,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,
1,FlorTo0,1981,OAK,3,3,1,0,0,,0.0,0,0,0.0,1,1,,0.563,0.0,0.786,3.0,0.929,5.0,44.0,0,0.4375,0.0,0.0,,3,43.0,5.0,0.6875,4.0,0.048,4.0,2.0,42.0,0.0,0.5625,0.0,0.0,,1.0,,,,,,,,,,,,,,
0,FlorTo0,1982,RAI,4,1,1,1,3,0.5625,4.0,1,1,0.048,1,1,0.0,0.438,0.0,0.688,5.0,0.563,0.0,45.0,2,0.8888888888888888,1.0,0.167,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,FlorTo0,1983,RAI,5,2,1,1,3,0.5625,4.0,1,1,0.048,2,2,0.0,0.438,0.0,0.688,5.0,0.563,0.0,46.0,5,0.75,3.0,0.036,8.0,2,45.0,2.0,0.8888888888888888,1.0,0.167,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
0,FlorTo0,1984,RAI,6,3,1,1,3,0.5625,4.0,1,1,0.048,2,2,0.0,0.438,0.0,0.688,5.0,0.563,0.0,47.0,1,0.6875,0.0,0.0,,3,46.0,5.0,0.75,3.0,0.036,8.0,2.0,45.0,2.0,0.8888888888888888,1.0,0.167,2.0,1.0,,,,,,,,,,,,,,
0,FlorTo0,1985,RAI,7,4,1,1,3,0.5625,4.0,1,1,0.048,2,2,0.0,0.438,0.0,0.688,5.0,0.563,0.0,48.0,2,0.75,0.0,0.059,4.0,4,47.0,1.0,0.6875,0.0,0.0,,3.0,46.0,5.0,0.75,3.0,0.036,8.0,2.0,45.0,2.0,0.8888888888888888,1.0,0.167,2.0,1.0,,,,,,,
0,FlorTo0,1986,RAI,8,5,1,1,3,0.5625,4.0,1,1,0.048,2,2,0.0,0.438,0.0,0.688,5.0,0.563,0.0,49.0,0,0.5,0.0,0.0,,5,48.0,2.0,0.75,0.0,0.059,4.0,4.0,47.0,1.0,0.6875,0.0,0.0,,3.0,46.0,5.0,0.75,3.0,0.036,8.0,2.0,45.0,2.0,0.8888888888888888,1.0,0.167,2.0,1.0
1,FlorTo0,1987,RAI,9,6,1,1,3,0.5625,4.0,1,1,0.048,2,2,0.0,0.438,0.0,0.688,5.0,0.563,0.0,50.0,0,0.3333333333333333,0.0,0.0,,6,49.0,0.0,0.5,0.0,0.0,,5.0,48.0,2.0,0.75,0.0,0.059,4.0,4.0,47.0,1.0,0.6875,0.0,0.0,,3.0,46.0,5.0,0.75,3.0,0.036,8.0,2.0
0,FlorTo0,1992,SEA,10,1,1,2,9,0.6102941176470589,8.0,2,2,0.31000000000000005,2,2,4.0,0.438,0.0,0.563,0.0,0.438,0.0,55.0,0,0.125,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,FlorTo0,1993,SEA,11,2,1,2,9,0.6102941176470589,8.0,2,2,0.31000000000000005,2,2,4.0,0.438,0.0,0.563,0.0,0.438,0.0,56.0,0,0.375,0.0,0.0,,2,55.0,0.0,0.125,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,
1,FlorTo0,1994,SEA,12,3,1,2,9,0.6102941176470589,8.0,2,2,0.31000000000000005,2,2,4.0,0.438,0.0,0.563,0.0,0.438,0.0,57.0,0,0.375,0.0,0.0,,3,56.0,0.0,0.375,0.0,0.0,,2.0,55.0,0.0,0.125,0.0,0.0,,1.0,,,,,,,,,,,,,,
0,FontWa0,1989,DET,1,1,0,0,0,,0.0,0,0,0.0,0,0,,0.25,0.0,0.267,0.0,0.313,0.0,49.0,0,0.4375,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,FontWa0,1990,DET,2,2,0,0,0,,0.0,0,0,0.0,0,0,,0.25,0.0,0.267,0.0,0.313,0.0,50.0,0,0.375,0.0,0.0,,2,49.0,0.0,0.4375,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,
0,FontWa0,1991,DET,3,3,0,0,0,,0.0,0,0,0.0,0,0,,0.25,0.0,0.267,0.0,0.313,0.0,51.0,3,0.75,1.0,0.317,1.0,3,50.0,0.0,0.375,0.0,0.0,,2.0,49.0,0.0,0.4375,0.0,0.0,,1.0,,,,,,,,,,,,,,
0,FontWa0,1992,DET,4,4,0,0,0,,0.0,0,0,0.0,0,0,,0.25,0.0,0.267,0.0,0.313,0.0,52.0,0,0.3125,0.0,0.0,,4,51.0,3.0,0.75,1.0,0.317,1.0,3.0,50.0,0.0,0.375,0.0,0.0,,2.0,49.0,0.0,0.4375,0.0,0.0,,1.0,,,,,,,
0,FontWa0,1993,DET,5,5,0,0,0,,0.0,0,0,0.0,0,0,,0.25,0.0,0.267,0.0,0.313,0.0,53.0,1,0.625,0.0,0.0,,5,52.0,0.0,0.3125,0.0,0.0,,4.0,51.0,3.0,0.75,1.0,0.317,1.0,3.0,50.0,0.0,0.375,0.0,0.0,,2.0,49.0,0.0,0.4375,0.0,0.0,,1.0
0,FontWa0,1994,DET,6,6,0,0,0,,0.0,0,0,0.0,0,0,,0.25,0.0,0.267,0.0,0.313,0.0,54.0,1,0.5625,0.0,0.0,,6,53.0,1.0,0.625,0.0,0.0,,5.0,52.0,0.0,0.3125,0.0,0.0,,4.0,51.0,3.0,0.75,1.0,0.317,1.0,3.0,50.0,0.0,0.375,0.0,0.0,,2.0
0,FontWa0,1995,DET,7,7,0,0,0,,0.0,0,0,0.0,0,0,,0.25,0.0,0.267,0.0,0.313,0.0,55.0,1,0.625,0.0,0.0,,7,54.0,1.0,0.5625,0.0,0.0,,6.0,53.0,1.0,0.625,0.0,0.0,,5.0,52.0,0.0,0.3125,0.0,0.0,,4.0,51.0,3.0,0.75,1.0,0.317,1.0,3.0
1,FontWa0,1996,DET,8,8,0,0,0,,0.0,0,0,0.0,0,0,,0.25,0.0,0.267,0.0,0.313,0.0,56.0,0,0.3125,0.0,0.0,,8,55.0,1.0,0.625,0.0,0.0,,7.0,54.0,1.0,0.5625,0.0,0.0,,6.0,53.0,1.0,0.625,0.0,0.0,,5.0,52.0,0.0,0.3125,0.0,0.0,,4.0
0,ForzRi0,1974,DET,1,1,0,0,0,,0.0,0,0,0.0,0,0,,0.464,0.0,0.607,0.0,0.538,0.0,46.0,0,0.5,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ForzRi0,1975,DET,2,2,0,0,0,,0.0,0,0,0.0,0,0,,0.464,0.0,0.607,0.0,0.538,0.0,47.0,0,0.5,0.0,0.0,,2,46.0,0.0,0.5,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,
0,FoxxJo0,2002,CAR,1,1,0,0,0,,0.0,0,0,0.0,0,0,,0.063,0.0,0.438,0.0,0.5,0.0,47.0,0,0.4375,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,FoxxJo0,2003,CAR,2,2,0,0,0,,0.0,0,0,0.0,0,1,,0.063,0.0,0.438,0.0,0.5,0.0,48.0,4,0.6875,3.0,0.0,,2,47.0,0.0,0.4375,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,
0,FoxxJo0,2004,CAR,3,3,0,0,0,,0.0,0,0,0.0,0,1,,0.063,0.0,0.438,0.0,0.5,0.0,49.0,0,0.4375,0.0,0.021,5.0,3,48.0,4.0,0.6875,3.0,0.0,,2.0,47.0,0.0,0.4375,0.0,0.0,,1.0,,,,,,,,,,,,,,
0,FoxxJo0,2005,CAR,4,4,0,0,0,,0.0,0,0,0.0,0,1,,0.063,0.0,0.438,0.0,0.5,0.0,50.0,3,0.6875,2.0,0.0,,4,49.0,0.0,0.4375,0.0,0.021,5.0,3.0,48.0,4.0,0.6875,3.0,0.0,,2.0,47.0,0.0,0.4375,0.0,0.0,,1.0,,,,,,,
0,FoxxJo0,2006,CAR,5,5,0,0,0,,0.0,0,0,0.0,0,1,,0.063,0.0,0.438,0.0,0.5,0.0,51.0,0,0.5,0.0,0.0,,5,50.0,3.0,0.6875,2.0,0.0,,4.0,49.0,0.0,0.4375,0.0,0.021,5.0,3.0,48.0,4.0,0.6875,3.0,0.0,,2.0,47.0,0.0,0.4375,0.0,0.0,,1.0
0,FoxxJo0,2007,CAR,6,6,0,0,0,,0.0,0,0,0.0,0,1,,0.063,0.0,0.438,0.0,0.5,0.0,52.0,0,0.4375,0.0,0.0,,6,51.0,0.0,0.5,0.0,0.0,,5.0,50.0,3.0,0.6875,2.0,0.0,,4.0,49.0,0.0,0.4375,0.0,0.021,5.0,3.0,48.0,4.0,0.6875,3.0,0.0,,2.0
0,FoxxJo0,2008,CAR,7,7,0,0,0,,0.0,0,0,0.0,0,1,,0.063,0.0,0.438,0.0,0.5,0.0,53.0,2,0.75,0.0,0.0,,7,52.0,0.0,0.4375,0.0,0.0,,6.0,51.0,0.0,0.5,0.0,0.0,,5.0,50.0,3.0,0.6875,2.0,0.0,,4.0,49.0,0.0,0.4375,0.0,0.021,5.0,3.0
0,FoxxJo0,2009,CAR,8,8,0,0,0,,0.0,0,0,0.0,0,1,,0.063,0.0,0.438,0.0,0.5,0.0,54.0,0,0.5,0.0,0.0,,8,53.0,2.0,0.75,0.0,0.0,,7.0,52.0,0.0,0.4375,0.0,0.0,,6.0,51.0,0.0,0.5,0.0,0.0,,5.0,50.0,3.0,0.6875,2.0,0.0,,4.0
1,FoxxJo0,2010,CAR,9,9,0,0,0,,0.0,0,0,0.0,0,1,,0.063,0.0,0.438,0.0,0.5,0.0,55.0,0,0.125,0.0,0.0,,9,54.0,0.0,0.5,0.0,0.0,,8.0,53.0,2.0,0.75,0.0,0.0,,7.0,52.0,0.0,0.4375,0.0,0.0,,6.0,51.0,0.0,0.5,0.0,0.0,,5.0
0,FoxxJo0,2011,DEN,10,1,0,1,9,0.5069444444444444,5.0,0,1,0.021,0,1,0.0,0.25,0.0,0.5,0.0,0.5,0.0,56.0,2,0.5,1.0,0.04,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,FoxxJo0,2012,DEN,11,2,0,1,9,0.5069444444444444,5.0,0,1,0.021,0,1,0.0,0.25,0.0,0.5,0.0,0.5,0.0,57.0,2,0.8125,0.0,0.0,,2,56.0,2.0,0.5,1.0,0.04,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
0,FoxxJo0,2013,DEN,12,3,0,1,9,0.5069444444444444,5.0,0,1,0.021,0,2,0.0,0.25,0.0,0.5,0.0,0.5,0.0,58.0,4,0.8125,2.0,0.0,,3,57.0,2.0,0.8125,0.0,0.0,,2.0,56.0,2.0,0.5,1.0,0.04,3.0,1.0,,,,,,,,,,,,,,
1,FoxxJo0,2014,DEN,13,4,0,1,9,0.5069444444444444,5.0,0,1,0.021,0,2,0.0,0.25,0.0,0.5,0.0,0.5,0.0,59.0,2,0.75,0.0,0.0,,4,58.0,4.0,0.8125,2.0,0.0,,3.0,57.0,2.0,0.8125,0.0,0.0,,2.0,56.0,2.0,0.5,1.0,0.04,3.0,1.0,,,,,,,
0,FoxxJo0,2015,CHI,14,1,0,2,13,0.5721153846153846,8.0,0,2,0.061,0,2,0.0,0.313,0.0,0.5,0.0,0.625,0.0,60.0,0,0.375,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,FoxxJo0,2016,CHI,15,2,0,2,13,0.5721153846153846,8.0,0,2,0.061,0,2,0.0,0.313,0.0,0.5,0.0,0.625,0.0,61.0,0,0.1875,0.0,0.0,,2,60.0,0.0,0.375,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,
1,FoxxJo0,2017,CHI,16,3,0,2,13,0.5721153846153846,8.0,0,2,0.061,0,2,0.0,0.313,0.0,0.5,0.0,0.625,0.0,62.0,0,0.3125,0.0,0.0,,3,61.0,0.0,0.1875,0.0,0.0,,2.0,60.0,0.0,0.375,0.0,0.0,,1.0,,,,,,,,,,,,,,
0,FrazLe0,2011,MIN,1,1,1,0,0,,0.0,0,0,0.0,0,0,,0.375,0.0,0.75,3.0,0.625,1.0,52.0,0,0.1875,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,FrazLe0,2012,MIN,2,2,1,0,0,,0.0,0,0,0.0,0,0,,0.375,0.0,0.75,3.0,0.625,1.0,53.0,1,0.625,0.0,0.06,4.0,2,52.0,0.0,0.1875,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,
1,FrazLe0,2013,MIN,3,3,1,0,0,,0.0,0,0,0.0,0,0,,0.375,0.0,0.75,3.0,0.625,1.0,54.0,0,0.3333333333333333,0.0,0.0,,3,53.0,1.0,0.625,0.0,0.06,4.0,2.0,52.0,0.0,0.1875,0.0,0.0,,1.0,,,,,,,,,,,,,,
0,GailCh0,1998,DAL,1,1,0,0,0,,0.0,0,0,0.0,0,0,,0.375,0.0,0.625,2.0,0.75,5.0,46.0,1,0.625,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,GailCh0,1999,DAL,2,2,0,0,0,,0.0,0,0,0.0,0,0,,0.375,0.0,0.625,2.0,0.75,5.0,47.0,1,0.5,0.0,0.0,,2,46.0,1.0,0.625,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,
0,GailCh0,2010,BUF,3,1,0,1,2,0.5625,0.0,0,0,0.0,0,0,10.0,0.375,0.0,0.438,0.0,0.438,0.0,58.0,0,0.25,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,GailCh0,2011,BUF,4,2,0,1,2,0.5625,0.0,0,0,0.0,0,0,10.0,0.375,0.0,0.438,0.0,0.438,0.0,59.0,0,0.375,0.0,0.0,,2,58.0,0.0,0.25,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,
1,GailCh0,2012,BUF,5,3,0,1,2,0.5625,0.0,0,0,0.0,0,0,10.0,0.375,0.0,0.438,0.0,0.438,0.0,60.0,0,0.375,0.0,0.0,,3,59.0,0.0,0.375,0.0,0.0,,2.0,58.0,0.0,0.25,0.0,0.0,,1.0,,,,,,,,,,,,,,
0,GannJo0,2023,ARI,1,1,0,0,0,,0.0,0,0,0.0,0,0,,0.235,0.0,0.647,1.0,0.5,0.0,40.0,0,0.23529411764705882,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,GannJo0,2024,ARI,2,2,0,0,0,,0.0,0,0,0.0,0,0,,0.235,0.0,0.647,1.0,0.5,0.0,41.0,0,0.47058823529411764,0.0,0.0,,2,40.0,0.0,0.23529411764705882,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,
1,GannJo0,2025,ARI,3,3,0,0,0,,0.0,0,0,0.0,0,0,,0.235,0.0,0.647,1.0,0.5,0.0,42.0,0,0.17647058823529413,0.0,0.0,,3,41.0,0.0,0.47058823529411764,0.0,0.0,,2.0,40.0,0.0,0.23529411764705882,0.0,0.0,,1.0,,,,,,,,,,,,,,
0,GanzFr0,1987,KAN,1,1,0,0,0,,0.0,0,0,0.0,0,0,,0.625,1.0,0.375,0.0,0.5,0.0,49.0,0,0.26666666666666666,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,GanzFr0,1988,KAN,2,2,0,0,0,,0.0,0,0,0.0,0,0,,0.625,1.0,0.375,0.0,0.5,0.0,50.0,0,0.26666666666666666,0.0,0.0,,2,49.0,0.0,0.26666666666666666,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,
0,GarrJa0,2011,DAL,1,1,0,0,0,,0.0,0,0,0.0,0,0,,0.375,0.0,0.688,2.0,0.563,0.0,45.0,0,0.5,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,GarrJa0,2012,DAL,2,2,0,0,0,,0.0,0,0,0.0,0,0,,0.375,0.0,0.688,2.0,0.563,0.0,46.0,0,0.5,0.0,0.0,,2,45.0,0.0,0.5,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,
0,GarrJa0,2013,DAL,3,3,0,0,0,,0.0,0,0,0.0,0,0,,0.375,0.0,0.688,2.0,0.563,0.0,47.0,0,0.5,0.0,0.0,,3,46.0,0.0,0.5,0.0,0.0,,2.0,45.0,0.0,0.5,0.0,0.0,,1.0,,,,,,,,,,,,,,
0,GarrJa0,2014,DAL,4,4,0,0,0,,0.0,0,0,0.0,0,0,,0.375,0.0,0.688,2.0,0.563,0.0,48.0,2,0.75,1.0,0.06,2.0,4,47.0,0.0,0.5,0.0,0.0,,3.0,46.0,0.0,0.5,0.0,0.0,,2.0,45.0,0.0,0.5,0.0,0.0,,1.0,,,,,,,
