,fired,prob,year,tm,id,age,round,win_pct,w_plyf,exp,tenure,tenure_over_500,tenure_w_plyf,tenure_coy_share,exp_coy_share,srs,ou,gm,owner,coy_share,coy_rank,poc,delta_1yr_win_pct,delta_2yr_win_pct,delta_3yr_win_pct,delta_1yr_plyf,delta_2yr_plyf,delta_3yr_plyf,pred,name,team,win_pct_proj,color1,color2,wins,losses,l_plyf,ou_line
322,0,0.05,2016,TAM,KoetDi0,57,0.0,0.0,0.0,1,1,2,0.0,0.0,0.0,-0.2,2.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,Dirk Koetter,TAM,0.563,D50A0A,34302B,9,7,0,7.0
323,0,0.05,2016,HOU,OBriBi0,47,2.0,0.563,1.0,3,3,6,1.0,0.1,0.1,-2.6,0.5,1,1,0.0,0,0,0.0,0.0,0.438,1.0,2.0,2.0,0,Bill O'Brien,HTX,0.563,03202F,A71930,9,7,1,8.5
324,0,0.04,2016,DET,CaldJi0,61,1.0,0.563,0.0,6,3,6,0.0,0.02,0.16,-1.4,2.0,-1,1,0.0,0,1,0.125,-0.125,0.125,1.0,0.0,1.0,0,Jim Caldwell,DET,0.563,005A8B,B0B7BC,9,7,1,7.0
325,0,0.12,2016,TEN,MulaMi0,55,0.0,0.563,0.0,5,2,-3,0.0,0.0,0.0,-1.0,3.0,1,1,0.0,0,0,0.375,0.438,0.125,0.0,0.0,0.0,0,Mike Mularkey,OTI,0.563,002244,4B92DB,9,7,0,6.0
326,0,0.04,2016,PIT,TomlMi0,44,3.0,0.688,2.0,10,10,46,8.0,0.0,0.0,4.7,0.5,1,1,0.0,0,1,0.063,0.0,0.188,1.0,2.0,3.0,0,Mike Tomlin,PIT,0.688,FFB612,C60C30,11,5,1,10.5
327,0,0.03,2016,NWE,BeliBi0,64,5.0,0.875,3.0,22,17,130,25.0,2.863,2.922,9.3,3.5,1,1,0.28,2,0,0.125,0.125,0.125,2.0,0.0,2.0,0,Bill Belichick,NWE,0.875,002244,C60C30,14,2,0,10.5
328,0,0.01,2016,OAK,DelRJa0,53,1.0,0.75,0.0,11,2,6,0.0,0.08,0.12,3.3,3.5,1,1,0.08,4,0,0.312,0.562,0.5,1.0,1.0,1.0,0,Jack Del Rio,RAI,0.75,A5ACAF,000000,12,4,1,8.5
329,0,0.01,2016,DAL,GarrJa0,50,2.0,0.813,0.0,7,7,12,1.0,0.56,0.56,7.0,4.5,1,1,0.5,1,0,0.563,0.063,0.313,2.0,0.0,2.0,0,Jason Garrett,DAL,0.813,002244,B0B7BC,13,3,1,8.5
330,0,0.0,2016,MIA,GaseAd0,38,1.0,0.412,0.0,1,1,4,0.0,0.12,0.12,-2.4,3.0,1,1,0.12,3,0,-0.059,-0.235,-0.117,0.0,-1.0,-1.0,0,Adam Gase,MIA,0.625,008E97,F58220,10,6,1,7.0
331,0,0.0,2016,ATL,QuinDa0,46,4.0,0.688,2.0,2,2,6,2.0,0.0,0.0,8.5,4.0,1,1,0.0,0,0,0.188,0.313,0.438,4.0,4.0,4.0,0,Dan Quinn,ATL,0.688,A71930,A5ACAF,11,5,1,7.0
332,0,0.0,2016,KAN,ReidAn0,58,2.0,0.75,0.0,18,4,22,1.0,0.41,1.389,5.6,2.5,1,1,0.02,5,0,0.062,0.187,0.062,0.0,2.0,1.0,0,Andy Reid,KAN,0.75,E31837,FFB612,12,4,1,9.5
333,0,0.11,2016,PHI,PedeDo0,48,0.0,0.0,0.0,1,1,-2,0.0,0.0,0.0,3.8,0.5,1,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,Doug Pederson,PHI,0.438,004953,A5ACAF,7,9,0,6.5
334,0,0.74,2016,CHI,FoxxJo0,61,0.0,0.188,0.0,15,2,-14,0.0,0.0,0.061,-7.5,-4.5,1,1,0.0,0,0,-0.187,-0.125,-0.312,0.0,0.0,0.0,1,John Fox,CHI,0.188,0B162A,C83803,3,13,0,7.5
335,0,0.15,2016,WAS,GrudJa0,49,0.0,0.531,0.0,3,3,-5,0.0,0.0,0.0,2.0,0.5,-1,1,0.0,0,0,-0.032,0.281,0.343,-1.0,0.0,0.0,0,Jay Gruden,WAS,0.531,773141,FFB612,8,7,0,7.5
336,1,0.39,2016,LAR,FishJe0,58,0.0,0.0,0.0,22,1,-5,0.0,0.0,0.295,-11.1,-3.5,1,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,Jeff Fisher,RAM,0.308,002244,B3995D,4,9,0,7.5
337,1,0.67,2016,SFO,KellCh0,53,0.0,0.0,0.0,4,1,-12,0.0,0.0,0.08,-11.2,-3.5,1,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,Chip Kelly,SFO,0.125,AA0000,B3995D,2,14,0,5.5
338,1,0.62,2016,JAX,BradGu0,50,0.0,0.143,0.0,4,4,-34,0.0,0.0,0.0,-5.0,-4.5,1,1,0.0,0,0,-0.17,-0.045,-0.107,0.0,0.0,0.0,1,Gus Bradley,JAX,0.143,006778,9F792C,2,12,0,6.5
339,0,0.59,2016,CLE,JackHu0,51,0.0,0.294,0.0,2,1,-14,0.0,0.0,0.0,-10.1,-3.5,1,1,0.0,0,1,0.118,-0.353,-0.118,0.0,-1.0,0.0,1,Hue Jackson,CLE,0.063,FB4F14,22150C,1,15,0,4.5
340,1,0.59,2016,SDG,McCoMi1,44,0.0,0.313,0.0,4,4,-10,1.0,0.0,0.0,0.1,-2.0,1,1,0.0,0,0,0.063,-0.25,-0.25,0.0,0.0,-2.0,1,Mike McCoy,SDG,0.313,002244,0073CF,5,11,0,7.0
341,0,0.54,2016,NYJ,BowlTo0,53,0.0,0.313,0.0,3,2,-2,0.0,0.0,0.0,-8.5,-3.0,1,1,0.0,0,1,-0.312,0.063,-0.187,0.0,0.0,0.0,1,Todd Bowles,NYJ,0.313,203731,000000,5,11,0,8.0
342,0,0.53,2016,CIN,LewiMa0,58,0.0,0.406,0.0,14,14,15,0.0,0.57,0.57,1.0,-3.5,-1,1,0.0,0,1,-0.344,-0.25,-0.282,-1.0,-1.0,-1.0,1,Marvin Lewis,CIN,0.406,FB4F14,000000,6,9,0,9.5
343,0,0.16,2016,IND,PagaCh0,56,0.0,0.5,0.0,5,5,18,3.0,0.11,0.11,0.4,-1.0,1,1,0.0,0,0,0.0,-0.188,-0.188,0.0,-3.0,-2.0,0,Chuck Pagano,CLT,0.5,002C5F,A5ACAF,8,8,0,9.0
344,0,0.27,2016,BAL,HarbJo0,54,0.0,0.5,0.0,9,9,26,10.0,0.0,0.0,1.5,-0.5,1,1,0.0,0,0,0.187,-0.125,0.0,0.0,-2.0,0.0,0,John Harbaugh,RAV,0.5,241773,9E7C0C,8,8,0,8.5
345,0,0.23,2016,ARI,AriaBr0,64,0.0,0.469,0.0,5,4,19,1.0,0.85,0.85,1.6,-3.0,1,1,0.0,0,0,-0.344,-0.219,-0.156,-3.0,-1.0,0.0,0,Bruce Arians,CRD,0.469,97233F,FFB612,7,8,0,10.0
346,1,0.21,2016,BUF,RyanRe0,54,0.0,0.467,0.0,8,2,-1,0.0,0.0,0.0,-0.3,-1.0,1,1,0.0,0,0,-0.033,-0.096,0.092,0.0,0.0,0.0,0,Rex Ryan,BUF,0.467,00338D,C60C30,7,8,0,8.0
347,0,0.18,2016,SEA,CarrPe0,65,2.0,0.656,1.0,11,7,29,9.0,0.19,0.19,2.1,-0.5,1,1,0.0,0,0,0.031,-0.094,-0.157,0.0,-2.0,-3.0,0,Pete Carroll,SEA,0.656,002244,69BE28,10,5,1,10.5
348,0,0.17,2016,NOR,PaytSe0,53,0.0,0.438,0.0,10,9,28,6.0,1.11,1.11,1.5,0.0,1,1,0.0,0,0,0.0,0.0,-0.25,0.0,0.0,-2.0,0,Sean Payton,NOR,0.438,9F8958,000000,7,9,0,7.0
349,0,0.25,2016,CAR,RiveRo0,54,0.0,0.375,0.0,6,6,11,3.0,1.16,1.16,-1.0,-4.5,-1,1,0.0,0,1,-0.563,-0.094,-0.375,-4.0,-2.0,-2.0,0,Ron Rivera,CAR,0.375,0085CA,BFC0BF,6,10,0,10.5
350,0,0.05,2015,CAR,RiveRo0,53,4.0,0.938,2.0,5,5,15,3.0,1.16,1.16,8.1,6.5,-1,1,0.73,1,1,0.469,0.188,0.5,2.0,2.0,4.0,0,Ron Rivera,CAR,0.938,0085CA,BFC0BF,15,1,1,8.5
351,0,0.14,2015,DET,CaldJi0,60,0.0,0.438,0.0,5,2,4,0.0,0.02,0.16,-0.2,-1.5,1,1,0.0,0,1,-0.25,0.0,0.188,-1.0,0.0,0.0,0,Jim Caldwell,DET,0.438,005A8B,B0B7BC,7,9,0,8.5
352,0,0.1,2015,NYJ,BowlTo0,52,0.0,0.0,0.0,2,1,4,0.0,0.0,0.0,1.5,2.5,1,1,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,Todd Bowles,NYJ,0.625,203731,000000,10,6,0,7.5
353,0,0.09,2015,ATL,QuinDa0,45,0.0,0.471,0.0,1,1,0,0.0,0.0,0.0,-3.8,-0.5,1,1,0.0,0,0,0.0,0.059,0.059,0.0,0.0,0.0,0,Dan Quinn,ATL,0.5,A71930,A5ACAF,8,8,0,8.5
354,0,0.09,2015,BUF,RyanRe0,53,0.0,0.706,0.0,7,1,0,0.0,0.0,0.0,0.0,-0.5,1,1,0.0,0,0,-0.059,0.059,-0.107,-1.0,0.0,0.0,0,Rex Ryan,BUF,0.5,00338D,C60C30,8,8,0,8.5
355,0,0.06,2015,WAS,GrudJa0,48,1.0,0.563,0.0,2,2,-6,0.0,0.0,0.0,-1.9,3.0,-1,1,0.0,0,0,0.313,0.375,-0.062,1.0,1.0,0.0,0,Jay Gruden,WAS,0.563,773141,FFB612,9,7,1,6.0
356,0,0.05,2015,DEN,KubiGa0,54,5.0,0.0,3.0,9,1,8,3.0,0.03,0.03,5.8,2.0,1,1,0.03,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,Gary Kubiak,DEN,0.75,002244,FB4F14,12,4,0,10.0
357,0,0.02,2015,NWE,BeliBi0,63,3.0,0.75,1.0,21,16,118,22.0,2.583,2.642,7.0,1.5,1,1,0.02,7,0,0.0,0.0,0.0,-2.0,0.0,0.0,0,Bill Belichick,NWE,0.75,002244,C60C30,12,4,1,10.5
358,0,0.04,2015,OAK,DelRJa0,52,0.0,0.176,0.0,10,1,-2,0.0,0.0,0.04,-0.2,1.5,1,1,0.0,0,0,-0.059,-0.295,-0.177,0.0,0.0,0.0,0,Jack Del Rio,RAI,0.438,A5ACAF,000000,7,9,0,5.5
359,0,0.04,2015,PIT,TomlMi0,43,2.0,0.625,1.0,9,9,40,6.0,0.0,0.0,8.7,1.5,1,1,0.0,0,1,-0.063,0.125,0.125,1.0,2.0,2.0,0,Mike Tomlin,PIT,0.625,FFB612,C60C30,10,6,1,8.5
360,0,0.02,2015,HOU,OBriBi0,46,1.0,0.563,0.0,2,2,4,0.0,0.1,0.1,-0.8,0.5,1,1,0.04,3,0,0.0,0.438,-0.187,1.0,1.0,-1.0,0,Bill O'Brien,HTX,0.563,03202F,A71930,9,7,1,8.5
361,0,0.01,2015,KAN,ReidAn0,57,2.0,0.688,1.0,17,3,14,1.0,0.39,1.369,9.0,2.5,1,1,0.12,2,0,0.125,0.0,0.563,2.0,1.0,2.0,0,Andy Reid,KAN,0.688,E31837,FFB612,11,5,1,8.5
362,0,0.0,2015,MIN,ZimmMi0,59,1.0,0.688,0.0,2,2,4,0.0,0.04,0.04,5.8,3.0,1,1,0.04,4,0,0.25,0.344,0.063,1.0,1.0,0.0,0,Mike Zimmer,MIN,0.688,4F2683,FFC62F,11,5,1,8.0
363,0,0.16,2015,ARI,AriaBr0,63,3.0,0.813,1.0,4,3,20,1.0,0.85,0.85,12.3,4.5,1,1,0.02,6,0,0.125,0.188,0.5,2.0,3.0,3.0,0,Bruce Arians,CRD,0.813,97233F,FFB612,13,3,1,8.5
364,0,0.15,2015,CHI,FoxxJo0,60,0.0,0.0,0.0,14,1,-4,0.0,0.0,0.061,-1.3,-0.5,1,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,John Fox,CHI,0.375,0B162A,C83803,6,10,0,6.5
365,0,0.17,2015,CIN,LewiMa0,57,1.0,0.75,0.0,13,13,18,0.0,0.57,0.57,10.6,3.5,-1,1,0.0,0,1,0.094,0.062,0.125,0.0,0.0,0.0,0,Marvin Lewis,CIN,0.75,FB4F14,000000,12,4,1,8.5
366,1,0.64,2015,MIA,PhilJo0,54,0.0,0.25,0.0,4,4,-4,0.0,0.0,0.0,-6.8,-3.0,-1,1,0.0,0,0,-0.25,-0.25,-0.188,0.0,0.0,0.0,1,Joe Philbin,MIA,0.25,008E97,F58220,1,3,0,4.0
367,1,0.42,2015,PHI,KellCh0,52,0.0,0.4,0.0,3,3,5,0.0,0.08,0.08,-4.6,-3.0,1,1,0.0,0,0,-0.225,-0.225,0.15,0.0,-1.0,0.0,0,Chip Kelly,PHI,0.4,004953,A5ACAF,6,9,0,9.0
368,0,0.2,2015,IND,PagaCh0,55,0.0,0.5,0.0,4,4,18,3.0,0.11,0.11,-6.7,-2.5,1,1,0.0,0,0,-0.188,-0.188,-0.188,-3.0,-2.0,-1.0,0,Chuck Pagano,CLT,0.5,002C5F,A5ACAF,8,8,0,10.5
369,0,0.63,2015,SDG,McCoMi1,43,0.0,0.25,0.0,3,3,-4,1.0,0.0,0.0,-2.6,-4.0,1,1,0.0,0,0,-0.313,-0.313,-0.188,0.0,-2.0,0.0,1,Mike McCoy,SDG,0.25,002244,0073CF,4,12,0,8.0
370,1,0.57,2015,TEN,WhisKe0,53,0.0,0.143,0.0,8,2,-17,0.0,0.0,0.02,-10.5,-2.5,1,1,0.0,0,0,0.018,-0.295,-0.232,0.0,0.0,0.0,1,Ken Whisenhunt,OTI,0.143,002244,4B92DB,1,6,0,3.5
371,0,0.53,2015,DAL,GarrJa0,49,0.0,0.25,0.0,6,6,2,1.0,0.06,0.06,-6.9,-5.5,1,1,0.0,0,0,-0.5,-0.25,-0.25,-2.0,0.0,0.0,1,Jason Garrett,DAL,0.25,002244,B0B7BC,4,12,0,9.5
372,1,0.52,2015,CLE,PettMi0,49,0.0,0.188,0.0,2,2,-12,0.0,0.0,0.0,-6.1,-3.5,1,1,0.0,0,0,-0.25,-0.062,-0.125,0.0,0.0,0.0,1,Mike Pettine,CLE,0.188,FB4F14,22150C,3,13,0,6.5
373,0,0.45,2015,NYG,CougTo0,69,0.0,0.375,0.0,20,12,12,8.0,0.02,0.04,-3.6,-2.0,-1,-1,0.0,0,0,0.0,-0.063,-0.188,0.0,0.0,0.0,0,Tom Coughlin,NYG,0.375,0B2265,A71930,6,10,0,8.0
374,0,0.47,2015,BAL,HarbJo0,53,0.0,0.313,0.0,8,8,26,10.0,0.0,0.0,-1.9,-4.0,1,1,0.0,0,0,-0.312,-0.187,-0.312,-2.0,0.0,-5.0,0,John Harbaugh,RAV,0.313,241773,9E7C0C,5,11,0,9.0
375,1,0.35,2015,TAM,SmitLo0,57,0.0,0.375,0.0,11,2,-16,0.0,0.0,0.51,-7.7,0.0,1,1,0.0,0,1,0.25,0.125,-0.063,0.0,0.0,0.0,0,Lovie Smith,TAM,0.375,D50A0A,34302B,6,10,0,6.0
376,1,0.33,2015,STL,FishJe0,57,0.0,0.438,0.0,21,4,-9,0.0,0.0,0.295,-0.2,-0.5,1,1,0.0,0,0,0.063,0.0,-0.031,0.0,0.0,0.0,0,Jeff Fisher,RAM,0.438,002244,B3995D,7,9,0,7.5
377,0,0.29,2015,JAX,BradGu0,49,0.0,0.313,0.0,3,3,-24,0.0,0.0,0.0,-7.5,-0.5,1,1,0.0,0,0,0.125,0.063,0.188,0.0,0.0,0.0,0,Gus Bradley,JAX,0.313,006778,9F792C,5,11,0,5.5
378,0,0.27,2015,NOR,PaytSe0,52,0.0,0.438,0.0,9,8,30,6.0,1.11,1.11,-6.6,-1.5,1,1,0.0,0,0,0.0,-0.25,0.0,0.0,-2.0,0.0,0,Sean Payton,NOR,0.438,9F8958,000000,7,9,0,8.5
379,1,0.22,2015,SFO,TomsJi0,47,0.0,0.0,0.0,2,1,-5,0.0,0.0,0.0,-5.5,-1.5,1,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,Jim Tomsula,SFO,0.313,AA0000,B3995D,5,11,0,6.5
380,0,0.21,2015,SEA,CarrPe0,64,2.0,0.625,1.0,10,6,24,8.0,0.19,0.19,11.3,-1.0,1,1,0.0,0,0,-0.125,-0.188,-0.063,-2.0,-3.0,0.0,0,Pete Carroll,SEA,0.625,002244,69BE28,10,6,1,11.0
381,0,0.2,2015,GNB,McCaMi0,52,2.0,0.625,1.0,10,10,49,8.0,0.36,0.36,5.3,-1.0,1,-1,0.0,0,0,-0.125,0.094,-0.063,-1.0,1.0,0.0,0,Mike McCarthy,GNB,0.625,203731,FFB612,10,6,1,11.0
382,0,0.04,2014,CLE,PettMi0,48,0.0,0.294,0.0,1,1,-2,0.0,0.0,0.0,-3.9,0.5,1,1,0.0,0,0,0.118,-0.353,-0.118,0.0,-1.0,0.0,0,Mike Pettine,CLE,0.438,FB4F14,22150C,7,9,0,6.5
383,0,0.09,2014,PHI,KellCh0,51,0.0,0.625,0.0,2,2,8,0.0,0.08,0.08,3.9,1.0,1,1,0.0,0,0,0.0,0.375,0.125,-1.0,0.0,0.0,0,Chip Kelly,PHI,0.625,004953,A5ACAF,10,6,0,9.0
384,0,0.09,2014,HOU,OBriBi0,45,0.0,0.0,0.0,1,1,2,0.0,0.06,0.06,1.7,1.5,1,1,0.06,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,Bill O'Brien,HTX,0.563,03202F,A71930,9,7,0,7.5
385,1,0.08,2014,BUF,MarrDo0,50,0.0,0.563,0.0,2,2,-2,0.0,0.0,0.0,4.9,2.5,1,-1,0.0,0,0,0.188,0.188,0.188,0.0,0.0,0.0,0,Doug Marrone,BUF,0.563,00338D,C60C30,9,7,0,6.5
386,0,0.07,2014,KAN,ReidAn0,56,0.0,0.563,0.0,16,2,8,0.0,0.27,1.249,5.7,1.0,1,1,0.0,0,0,-0.125,0.438,0.125,-1.0,0.0,0.0,0,Andy Reid,KAN,0.563,E31837,FFB612,9,7,0,8.0
387,0,0.06,2014,PIT,TomlMi0,42,1.0,0.688,0.0,8,8,36,5.0,0.0,0.0,2.2,2.5,1,1,0.0,0,1,0.188,0.188,-0.062,1.0,1.0,0.0,0,Mike Tomlin,PIT,0.688,FFB612,C60C30,11,5,1,8.5
388,0,0.04,2014,NWE,BeliBi0,62,5.0,0.75,3.0,20,15,110,21.0,2.563,2.622,10.9,1.5,1,1,0.02,5,0,0.0,0.0,-0.063,2.0,2.0,1.0,0,Bill Belichick,NWE,0.75,002244,C60C30,12,4,0,10.5
389,1,0.12,2014,SFO,HarbJi0,51,0.0,0.5,0.0,4,4,25,5.0,0.9,0.9,-1.0,-2.5,1,1,0.0,0,0,-0.25,-0.219,-0.313,-3.0,-4.0,-3.0,0,Jim Harbaugh,SFO,0.5,AA0000,B3995D,8,8,0,10.5
390,1,0.03,2014,DEN,FoxxJo0,59,2.0,0.75,0.0,13,4,28,3.0,0.04,0.061,9.6,0.5,1,1,0.0,0,0,-0.063,-0.063,0.25,-2.0,0.0,0.0,0,John Fox,DEN,0.75,002244,FB4F14,12,4,1,11.5
391,0,0.03,2014,IND,PagaCh0,54,3.0,0.688,2.0,3,3,18,3.0,0.11,0.11,4.4,1.5,1,1,0.0,0,0,0.0,0.0,0.563,1.0,2.0,3.0,0,Chuck Pagano,CLT,0.688,002C5F,A5ACAF,11,5,1,9.5
392,0,0.02,2014,SDG,McCoMi1,42,0.0,0.563,0.0,2,2,4,1.0,0.0,0.0,1.9,1.0,1,1,0.0,0,0,0.0,0.125,0.063,-2.0,0.0,0.0,0,Mike McCoy,SDG,0.563,002244,0073CF,9,7,0,8.0
393,0,0.01,2014,DET,CaldJi0,59,1.0,0.0,0.0,4,1,6,0.0,0.02,0.16,2.1,2.5,1,1,0.02,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0,Jim Caldwell,DET,0.688,005A8B,B0B7BC,11,5,1,8.5
394,0,0.01,2014,GNB,McCaMi0,51,3.0,0.75,1.0,9,9,45,7.0,0.36,0.36,8.3,1.5,1,-1,0.0,0,0,0.219,0.062,-0.188,2.0,1.0,1.0,0,Mike McCarthy,GNB,0.75,203731,FFB612,12,4,1,10.5
395,0,0.0,2014,ARI,AriaBr0,62,1.0,0.688,0.0,3,2,10,0.0,0.83,0.83,2.0,3.5,1,-1,0.79,1,0,0.063,0.375,0.188,1.0,1.0,1.0,0,Bruce Arians,CRD,0.688,97233F,FFB612,11,5,1,7.5
396,0,0.0,2014,DAL,GarrJa0,48,2.0,0.75,1.0,5,5,10,1.0,0.06,0.06,5.4,4.0,1,1,0.06,2,0,0.25,0.25,0.25,2.0,2.0,2.0,0,Jason Garrett,DAL,0.75,002244,B0B7BC,12,4,1,8.0
397,0,0.11,2014,BAL,HarbJo0,52,2.0,0.625,1.0,7,7,32,10.0,0.0,0.0,4.6,1.5,1,1,0.0,0,0,0.125,0.0,-0.125,2.0,-3.0,-1.0,0,John Harbaugh,RAV,0.625,241773,9E7C0C,10,6,1,8.5
398,0,0.64,2014,TEN,WhisKe0,52,0.0,0.167,0.0,7,1,-12,0.0,0.0,0.02,-11.8,-5.0,1,1,0.0,0,0,-0.009,-0.186,-0.245,0.0,0.0,0.0,1,Ken Whisenhunt,OTI,0.125,002244,4B92DB,2,14,0,7.0
399,0,0.14,2014,CAR,RiveRo0,52,2.0,0.469,1.0,4,4,1,1.0,0.43,0.43,-3.1,-1.0,-1,1,0.0,0,1,-0.281,0.031,0.094,0.0,2.0,2.0,0,Ron Rivera,CAR,0.469,0085CA,BFC0BF,7,8,1,8.0
400,1,0.39,2014,ATL,SmitMi0,55,0.0,0.375,0.0,7,7,20,1.0,0.49,0.49,-3.8,-2.5,1,1,0.0,0,0,0.125,-0.438,-0.25,0.0,-3.0,-1.0,0,Mike Smith,ATL,0.375,A71930,A5ACAF,6,10,0,8.5
401,0,0.14,2014,CIN,LewiMa0,56,1.0,0.656,0.0,12,12,10,0.0,0.57,0.57,0.7,1.0,-1,1,0.0,0,1,-0.032,0.031,0.093,0.0,0.0,0.0,0,Marvin Lewis,CIN,0.656,FB4F14,000000,10,5,1,9.0
402,0,0.57,2014,TAM,SmitLo0,56,0.0,0.0,0.0,10,1,-12,0.0,0.0,0.51,-9.8,-5.0,1,1,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,Lovie Smith,TAM,0.125,D50A0A,34302B,2,14,0,7.0
403,1,0.55,2014,NYJ,RyanRe0,52,0.0,0.25,0.0,6,6,-4,4.0,0.0,0.0,-5.0,-3.0,-1,1,0.0,0,0,-0.25,-0.125,-0.25,0.0,0.0,0.0,1,Rex Ryan,NYJ,0.25,203731,000000,4,12,0,7.0
404,1,0.55,2014,CHI,TresMa0,58,0.0,0.313,0.0,2,2,-6,0.0,0.0,0.0,-6.7,-3.5,1,1,0.0,0,0,-0.187,-0.312,-0.187,0.0,0.0,0.0,1,Marc Trestman,CHI,0.313,0B162A,C83803,5,11,0,8.5
405,1,0.48,2014,OAK,AlleDe0,42,0.0,0.0,0.0,3,3,-20,0.0,0.0,0.0,-9.0,-2.0,1,1,0.0,0,0,-0.25,-0.25,-0.5,0.0,0.0,0.0,0,Dennis Allen,RAI,0.0,A5ACAF,000000,0,4,0,2.0
406,0,0.44,2014,NYG,CougTo0,68,0.0,0.375,0.0,19,11,16,8.0,0.02,0.04,-1.7,-2.0,-1,-1,0.0,0,0,-0.063,-0.188,-0.188,0.0,0.0,-5.0,0,Tom Coughlin,NYG,0.375,0B2265,A71930,6,10,0,8.0
407,0,0.51,2014,JAX,BradGu0,48,0.0,0.188,0.0,2,2,-18,0.0,0.0,0.0,-10.5,-2.0,1,1,0.0,0,0,-0.062,0.063,-0.125,0.0,0.0,0.0,1,Gus Bradley,JAX,0.188,006778,9F792C,3,13,0,5.0
408,0,0.26,2014,STL,FishJe0,56,0.0,0.375,0.0,20,3,-7,0.0,0.0,0.295,-0.8,-1.0,1,1,0.0,0,0,-0.063,-0.094,0.25,0.0,0.0,0.0,0,Jeff Fisher,RAM,0.375,002244,B3995D,6,10,0,7.0
409,0,0.24,2014,WAS,GrudJa0,47,0.0,0.0,0.0,1,1,-8,0.0,0.0,0.0,-8.7,-3.5,1,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,Jay Gruden,WAS,0.25,773141,FFB612,4,12,0,7.5
410,0,0.21,2014,NOR,PaytSe0,51,0.0,0.438,0.0,8,7,32,6.0,1.11,1.11,-2.9,-3.0,1,1,0.0,0,0,-0.25,0.0,-0.375,-2.0,0.0,-2.0,0,Sean Payton,NOR,0.438,9F8958,000000,7,9,0,10.0
411,0,0.2,2014,MIA,PhilJo0,53,0.0,0.5,0.0,3,3,-2,0.0,0.0,0.0,2.6,0.0,-1,1,0.0,0,0,0.0,0.062,0.125,0.0,0.0,0.0,0,Joe Philbin,MIA,0.5,008E97,F58220,8,8,0,8.0
412,0,0.16,2014,SEA,CarrPe0,63,4.0,0.75,2.0,9,5,20,7.0,0.19,0.19,9.5,1.0,1,1,0.05,4,0,-0.063,0.062,0.312,-1.0,2.0,4.0,0,Pete Carroll,SEA,0.75,002244,69BE28,12,4,1,11.0
413,0,0.15,2014,MIN,ZimmMi0,58,0.0,0.0,0.0,1,1,-2,0.0,0.0,0.0,-1.7,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,Mike Zimmer,MIN,0.438,4F2683,FFC62F,7,9,0,6.0
414,0,0.03,2013,NOR,PaytSe0,50,2.0,0.688,1.0,7,6,34,6.0,1.11,1.11,8.8,2.0,1,1,0.0,0,0,0.25,-0.125,0.0,2.0,0.0,1.0,0,Sean Payton,NOR,0.688,9F8958,000000,11,5,1,9.0
415,1,0.08,2013,CLE,ChudRo0,45,0.0,0.294,0.0,1,1,-8,0.0,0.0,0.0,-7.7,-2.5,1,1,0.0,0,0,0.118,-0.353,-0.118,0.0,-1.0,0.0,0,Rob Chudzinski,CLE,0.25,FB4F14,22150C,4,12,0,6.5
416,0,0.06,2013,CIN,LewiMa0,55,1.0,0.688,0.0,11,11,5,0.0,0.57,0.57,5.4,2.5,1,1,0.0,0,1,0.063,0.125,0.438,0.0,0.0,1.0,0,Marvin Lewis,CIN,0.688,FB4F14,000000,11,5,1,8.5
417,0,0.05,2013,SFO,HarbJi0,50,3.0,0.75,2.0,3,3,25,5.0,0.9,0.9,10.1,0.5,1,1,0.0,0,0,0.031,-0.063,0.375,-1.0,0.0,3.0,0,Jim Harbaugh,SFO,0.75,AA0000,B3995D,12,4,1,11.5
418,0,0.03,2013,ARI,AriaBr0,61,0.0,0.176,0.0,2,1,4,0.0,0.04,0.04,6.4,4.5,1,1,0.04,5,0,-0.295,-0.059,-0.059,0.0,0.0,0.0,0,Bruce Arians,CRD,0.625,97233F,FFB612,10,6,0,5.5
419,0,0.03,2013,SEA,CarrPe0,62,5.0,0.813,3.0,8,4,12,5.0,0.14,0.14,13.0,2.5,1,1,0.04,6,0,0.125,0.375,0.375,3.0,5.0,3.0,0,Pete Carroll,SEA,0.813,002244,69BE28,13,3,0,10.5
420,0,0.03,2013,DEN,FoxxJo0,58,4.0,0.813,2.0,12,3,20,3.0,0.04,0.061,11.4,1.5,1,1,0.0,0,0,0.0,0.313,0.563,2.0,2.0,4.0,0,John Fox,DEN,0.813,002244,FB4F14,13,3,1,11.5
