,fired,year,tm,id,age,round,win_pct,w_plyf,exp,tenure,tenure_over_500,tenure_w_plyf,tenure_coy_share,exp_coy_share,srs,ou,gm,owner,coy_share,coy_rank,poc,delta_1yr_win_pct,delta_2yr_win_pct,delta_3yr_win_pct,delta_1yr_plyf,delta_2yr_plyf,delta_3yr_plyf,pred,prob,name,team,win_pct_proj,color1,color2,wins,losses,l_plyf,ou_line
304,0,2016,TAM,KoetDi0,57,0.0,0.0,0.0,1,1,2,0.0,0.0,0.0,-0.2,2.0,1,1,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.14,Dirk Koetter,TAM,0.563,D50A0A,34302B,9,7,0,7.0
305,0,2016,NYJ,BowlTo0,53,0.0,0.313,0.0,3,2,-2,0.0,0.0,0.0,-8.5,-3.0,1,1,0.0,0,1,-0.312,0.063,-0.187,0,0,0,0,0.5,Todd Bowles,NYJ,0.313,203731,000000,5,11,0,8.0
306,0,2016,NOR,PaytSe0,53,0.0,0.438,0.0,10,9,28,6.0,1.11,1.11,1.5,0.0,1,1,0.0,0,0,0.0,0.0,-0.25,0,0,-2,0,0.12,Sean Payton,NOR,0.438,9F8958,000000,7,9,0,7.0
307,0,2016,NYG,McAdBe0,39,1.0,0.0,0.0,1,1,6,0.0,0.0,0.0,2.1,2.5,1,1,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.01,Ben McAdoo,NYG,0.688,0B2265,A71930,11,5,1,8.5
308,0,2016,BAL,HarbJo0,54,0.0,0.5,0.0,9,9,26,10.0,0.0,0.0,1.5,-0.5,1,1,0.0,0,0,0.187,-0.125,0.0,0,-2,0,0,0.1,John Harbaugh,RAV,0.5,241773,9E7C0C,8,8,0,8.5
309,0,2016,KAN,ReidAn0,58,2.0,0.75,0.0,18,4,22,1.0,0.41,1.389,5.6,2.5,1,1,0.02,5,0,0.062,0.187,0.062,0,2,1,0,0.0,Andy Reid,KAN,0.75,E31837,FFB612,12,4,1,9.5
310,1,2016,SFO,KellCh0,53,0.0,0.0,0.0,4,1,-12,0.0,0.0,0.08,-11.2,-3.5,1,1,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.47,Chip Kelly,SFO,0.125,AA0000,B3995D,2,14,0,5.5
311,0,2016,DEN,KubiGa0,55,0.0,0.563,0.0,10,2,10,3.0,0.03,0.03,4.0,-0.5,1,1,0.0,0,0,-0.187,-0.187,-0.25,-5,-2,-4,0,0.16,Gary Kubiak,DEN,0.563,002244,FB4F14,9,7,0,9.5
312,0,2016,CAR,RiveRo0,54,0.0,0.375,0.0,6,6,11,3.0,1.16,1.16,-1.0,-4.5,-1,1,0.0,0,1,-0.563,-0.094,-0.375,-4,-2,-2,0,0.3,Ron Rivera,CAR,0.375,0085CA,BFC0BF,6,10,0,10.5
313,1,2016,BUF,RyanRe0,54,0.0,0.467,0.0,8,2,-1,0.0,0.0,0.0,-0.3,-1.0,1,1,0.0,0,0,-0.033,-0.096,0.092,0,0,0,0,0.15,Rex Ryan,BUF,0.467,00338D,C60C30,7,8,0,8.0
314,0,2016,GNB,McCaMi0,53,3.0,0.625,2.0,11,11,53,10.0,0.36,0.36,2.8,-0.5,1,-1,0.0,0,0,0.0,-0.125,0.094,1,0,2,0,0.08,Mike McCarthy,GNB,0.625,203731,FFB612,10,6,1,10.5
315,0,2016,ATL,QuinDa0,46,4.0,0.688,2.0,2,2,6,2.0,0.0,0.0,8.5,4.0,1,1,0.0,0,0,0.188,0.313,0.438,4,4,4,0,0.0,Dan Quinn,ATL,0.688,A71930,A5ACAF,11,5,1,7.0
316,1,2016,JAX,BradGu0,50,0.0,0.143,0.0,4,4,-34,0.0,0.0,0.0,-5.0,-4.5,1,1,0.0,0,0,-0.17,-0.045,-0.107,0,0,0,1,0.64,Gus Bradley,JAX,0.143,006778,9F792C,2,12,0,6.5
317,1,2016,LAR,FishJe0,58,0.0,0.0,0.0,22,1,-5,0.0,0.0,0.295,-11.1,-3.5,1,1,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.27,Jeff Fisher,RAM,0.308,002244,B3995D,4,9,0,7.5
318,0,2015,GNB,McCaMi0,52,2.0,0.625,1.0,10,10,49,8.0,0.36,0.36,5.3,-1.0,1,-1,0.0,0,0,-0.125,0.094,-0.063,-1,1,0,0,0.11,Mike McCarthy,GNB,0.625,203731,FFB612,10,6,1,11.0
319,0,2015,CHI,FoxxJo0,60,0.0,0.333,0.0,14,1,-4,0.0,0.0,0.061,-1.3,-0.5,1,1,0.0,0,0,-0.079,0.157,-0.02,0,0,0,0,0.15,John Fox,CHI,0.375,0B162A,C83803,6,10,0,6.5
320,0,2015,BAL,HarbJo0,53,0.0,0.313,0.0,8,8,26,10.0,0.0,0.0,-1.9,-4.0,1,1,0.0,0,0,-0.312,-0.187,-0.312,-2,0,-5,0,0.41,John Harbaugh,RAV,0.313,241773,9E7C0C,5,11,0,9.0
321,1,2015,TAM,SmitLo0,57,0.0,0.375,0.0,11,2,-16,0.0,0.0,0.51,-7.7,0.0,1,1,0.0,0,1,0.25,0.125,-0.063,0,0,0,0,0.26,Lovie Smith,TAM,0.375,D50A0A,34302B,6,10,0,6.0
322,0,2015,CIN,LewiMa0,57,1.0,0.75,0.0,13,13,18,0.0,0.57,0.57,10.6,3.5,-1,1,0.0,0,1,0.094,0.062,0.125,0,0,0,0,0.18,Marvin Lewis,CIN,0.75,FB4F14,000000,12,4,1,8.5
323,0,2015,WAS,GrudJa0,48,1.0,0.563,0.0,2,2,-6,0.0,0.0,0.0,-1.9,3.0,-1,1,0.0,0,0,0.313,0.375,-0.062,1,1,0,0,0.06,Jay Gruden,WAS,0.563,773141,FFB612,9,7,1,6.0
324,0,2015,SEA,CarrPe0,64,2.0,0.625,1.0,10,6,24,8.0,0.19,0.19,11.3,-1.0,1,1,0.0,0,0,-0.125,-0.188,-0.063,-2,-3,0,0,0.08,Pete Carroll,SEA,0.625,002244,69BE28,10,6,1,11.0
325,0,2015,MIN,ZimmMi0,59,1.0,0.688,0.0,2,2,4,0.0,0.04,0.04,5.8,3.0,1,1,0.04,4,0,0.25,0.344,0.063,1,1,0,0,0.0,Mike Zimmer,MIN,0.688,4F2683,FFC62F,11,5,1,8.0
326,0,2015,DAL,GarrJa0,49,0.0,0.25,0.0,6,6,2,1.0,0.06,0.06,-6.9,-5.5,1,1,0.0,0,0,-0.5,-0.25,-0.25,-2,0,0,1,0.64,Jason Garrett,DAL,0.25,002244,B0B7BC,4,12,0,9.5
327,0,2015,SDG,McCoMi1,43,0.0,0.25,0.0,3,3,-4,1.0,0.0,0.0,-2.6,-4.0,1,1,0.0,0,0,-0.313,-0.313,-0.188,0,-2,0,0,0.48,Mike McCoy,SDG,0.25,002244,0073CF,4,12,0,8.0
328,0,2015,KAN,ReidAn0,57,2.0,0.688,1.0,17,3,14,1.0,0.39,1.369,9.0,2.5,1,1,0.12,2,0,0.125,0.0,0.563,2,1,2,0,0.01,Andy Reid,KAN,0.688,E31837,FFB612,11,5,1,8.5
329,0,2015,NWE,BeliBi0,63,3.0,0.75,1.0,21,16,118,22.0,2.583,2.642,7.0,1.5,1,1,0.02,7,0,0.0,0.0,0.0,-2,0,0,0,0.06,Bill Belichick,NWE,0.75,002244,C60C30,12,4,1,10.5
330,0,2015,PIT,TomlMi0,43,2.0,0.625,1.0,9,9,40,6.0,0.0,0.0,8.7,1.5,1,1,0.0,0,1,-0.063,0.125,0.125,1,2,2,0,0.03,Mike Tomlin,PIT,0.625,FFB612,C60C30,10,6,1,8.5
331,0,2015,HOU,OBriBi0,46,1.0,0.563,0.0,2,2,4,0.0,0.1,0.1,-0.8,0.5,1,1,0.04,3,0,0.0,0.438,-0.187,1,1,-1,0,0.01,Bill O'Brien,HTX,0.563,03202F,A71930,9,7,1,8.5
332,0,2015,NYJ,BowlTo0,52,0.0,0.4,0.0,2,1,4,0.0,0.0,0.0,1.5,2.5,1,1,0.0,0,1,-0.012,-0.012,0.165,0,0,0,0,0.15,Todd Bowles,NYJ,0.625,203731,000000,10,6,0,7.5
333,0,2015,DEN,KubiGa0,54,5.0,0.0,3.0,9,1,8,3.0,0.03,0.03,5.8,2.0,1,1,0.03,5,0,0.0,0.0,0.0,0,0,0,0,0.03,Gary Kubiak,DEN,0.75,002244,FB4F14,12,4,0,10.0
334,0,2015,ARI,AriaBr0,63,3.0,0.813,1.0,4,3,20,1.0,0.85,0.85,12.3,4.5,1,1,0.02,6,0,0.125,0.188,0.5,2,3,3,0,0.09,Bruce Arians,CRD,0.813,97233F,FFB612,13,3,1,8.5
335,0,2015,ATL,QuinDa0,45,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,-3.8,-0.5,1,1,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.1,Dan Quinn,ATL,0.5,A71930,A5ACAF,8,8,0,8.5
336,0,2015,JAX,BradGu0,49,0.0,0.313,0.0,3,3,-24,0.0,0.0,0.0,-7.5,-0.5,1,1,0.0,0,0,0.125,0.063,0.188,0,0,0,0,0.33,Gus Bradley,JAX,0.313,006778,9F792C,5,11,0,5.5
337,0,2015,CAR,RiveRo0,53,4.0,0.938,2.0,5,5,15,3.0,1.16,1.16,8.1,6.5,-1,1,0.73,1,1,0.469,0.188,0.5,2,2,4,0,0.09,Ron Rivera,CAR,0.938,0085CA,BFC0BF,15,1,1,8.5
338,0,2015,NOR,PaytSe0,52,0.0,0.438,0.0,9,8,30,6.0,1.11,1.11,-6.6,-1.5,1,1,0.0,0,0,0.0,-0.25,0.0,0,-2,0,0,0.27,Sean Payton,NOR,0.438,9F8958,000000,7,9,0,8.5
339,0,2015,BUF,RyanRe0,53,0.0,0.0,0.0,7,1,0,0.0,0.0,0.0,0.0,-0.5,1,1,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.1,Rex Ryan,BUF,0.5,00338D,C60C30,8,8,0,8.5
340,1,2015,STL,FishJe0,57,0.0,0.438,0.0,21,4,-9,0.0,0.0,0.295,-0.2,-0.5,1,1,0.0,0,0,0.063,0.0,-0.031,0,0,0,0,0.26,Jeff Fisher,RAM,0.438,002244,B3995D,7,9,0,7.5
341,0,2015,DET,CaldJi0,60,0.0,0.438,0.0,5,2,4,0.0,0.02,0.16,-0.2,-1.5,1,1,0.0,0,1,-0.25,0.0,0.188,-1,0,0,0,0.11,Jim Caldwell,DET,0.438,005A8B,B0B7BC,7,9,0,8.5
342,1,2015,CLE,PettMi0,49,0.0,0.188,0.0,2,2,-12,0.0,0.0,0.0,-6.1,-3.5,1,1,0.0,0,0,-0.25,-0.062,-0.125,0,0,0,0,0.5,Mike Pettine,CLE,0.188,FB4F14,22150C,3,13,0,6.5
343,1,2015,SFO,TomsJi0,47,0.0,0.0,0.0,2,1,-5,0.0,0.0,0.0,-5.5,-1.5,1,1,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.27,Jim Tomsula,SFO,0.313,AA0000,B3995D,5,11,0,6.5
344,1,2015,PHI,KellCh0,52,0.0,0.4,0.0,3,3,5,0.0,0.08,0.08,-4.6,-3.0,1,1,0.0,0,0,-0.225,-0.225,0.15,0,-1,0,0,0.5,Chip Kelly,PHI,0.4,004953,A5ACAF,6,9,0,9.0
345,0,2015,OAK,DelRJa0,52,0.0,0.0,0.0,10,1,-2,0.0,0.0,0.04,-0.2,1.5,1,1,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.01,Jack Del Rio,RAI,0.438,A5ACAF,000000,7,9,0,5.5
346,0,2015,IND,PagaCh0,55,0.0,0.5,0.0,4,4,18,3.0,0.11,0.11,-6.7,-2.5,1,1,0.0,0,0,-0.188,-0.188,-0.188,-3,-2,-1,0,0.23,Chuck Pagano,CLT,0.5,002C5F,A5ACAF,8,8,0,10.5
347,1,2015,TEN,WhisKe0,53,0.0,0.143,0.0,8,2,-17,0.0,0.0,0.02,-10.5,-2.5,1,1,0.0,0,0,0.018,-0.295,-0.232,0,0,0,1,0.63,Ken Whisenhunt,OTI,0.143,002244,4B92DB,1,6,0,3.5
348,1,2015,MIA,PhilJo0,54,0.0,0.25,0.0,4,4,-4,0.0,0.0,0.0,-6.8,-3.0,-1,1,0.0,0,0,-0.25,-0.25,-0.188,0,0,0,1,0.83,Joe Philbin,MIA,0.25,008E97,F58220,1,3,0,4.0
349,0,2015,NYG,CougTo0,69,0.0,0.375,0.0,20,12,12,8.0,0.02,0.04,-3.6,-2.0,-1,-1,0.0,0,0,0.0,-0.063,-0.188,0,0,0,0,0.45,Tom Coughlin,NYG,0.375,0B2265,A71930,6,10,0,8.0
350,1,2014,CHI,TresMa0,58,0.0,0.313,0.0,2,2,-6,0.0,0.0,0.0,-6.7,-3.5,1,1,0.0,0,0,-0.187,-0.312,-0.187,0,0,0,0,0.37,Marc Trestman,CHI,0.313,0B162A,C83803,5,11,0,8.5
351,1,2014,NYJ,RyanRe0,52,0.0,0.25,0.0,6,6,-4,4.0,0.0,0.0,-5.0,-3.0,-1,1,0.0,0,0,-0.25,-0.125,-0.25,0,0,0,1,0.68,Rex Ryan,NYJ,0.25,203731,000000,4,12,0,7.0
352,0,2014,NWE,BeliBi0,62,5.0,0.75,3.0,20,15,110,21.0,2.563,2.622,10.9,1.5,1,1,0.02,5,0,0.0,0.0,-0.063,2,2,1,0,0.08,Bill Belichick,NWE,0.75,002244,C60C30,12,4,0,10.5
353,0,2014,BAL,HarbJo0,52,2.0,0.625,1.0,7,7,32,10.0,0.0,0.0,4.6,1.5,1,1,0.0,0,0,0.125,0.0,-0.125,2,-3,-1,0,0.06,John Harbaugh,RAV,0.625,241773,9E7C0C,10,6,1,8.5
354,0,2014,HOU,OBriBi0,45,0.0,0.0,0.0,1,1,2,0.0,0.06,0.06,1.7,1.5,1,1,0.06,3,0,0.0,0.0,0.0,0,0,0,0,0.07,Bill O'Brien,HTX,0.563,03202F,A71930,9,7,0,7.5
355,0,2014,MIN,ZimmMi0,58,0.0,0.0,0.0,1,1,-2,0.0,0.0,0.0,-1.7,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.13,Mike Zimmer,MIN,0.438,4F2683,FFC62F,7,9,0,6.0
356,1,2014,OAK,AlleDe0,42,0.0,0.0,0.0,3,3,-20,0.0,0.0,0.0,-9.0,-2.0,1,1,0.0,0,0,-0.25,-0.25,-0.5,0,0,0,1,0.58,Dennis Allen,RAI,0.0,A5ACAF,000000,0,4,0,2.0
357,0,2014,SDG,McCoMi1,42,0.0,0.563,0.0,2,2,4,1.0,0.0,0.0,1.9,1.0,1,1,0.0,0,0,0.0,0.125,0.063,-2,0,0,0,0.02,Mike McCoy,SDG,0.563,002244,0073CF,9,7,0,8.0
358,1,2014,ATL,SmitMi0,55,0.0,0.375,0.0,7,7,20,1.0,0.49,0.49,-3.8,-2.5,1,1,0.0,0,0,0.125,-0.438,-0.25,0,-3,-1,0,0.34,Mike Smith,ATL,0.375,A71930,A5ACAF,6,10,0,8.5
359,0,2014,NOR,PaytSe0,51,0.0,0.438,0.0,8,7,32,6.0,1.11,1.11,-2.9,-3.0,1,1,0.0,0,0,-0.25,0.0,-0.375,-2,0,-2,0,0.14,Sean Payton,NOR,0.438,9F8958,000000,7,9,0,10.0
360,0,2014,WAS,GrudJa0,47,0.0,0.0,0.0,1,1,-8,0.0,0.0,0.0,-8.7,-3.5,1,1,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.26,Jay Gruden,WAS,0.25,773141,FFB612,4,12,0,7.5
361,0,2014,PIT,TomlMi0,42,1.0,0.688,0.0,8,8,36,5.0,0.0,0.0,2.2,2.5,1,1,0.0,0,1,0.188,0.188,-0.062,1,1,0,0,0.02,Mike Tomlin,PIT,0.688,FFB612,C60C30,11,5,1,8.5
362,0,2014,MIA,PhilJo0,53,0.0,0.5,0.0,3,3,-2,0.0,0.0,0.0,2.6,0.0,-1,1,0.0,0,0,0.0,0.062,0.125,0,0,0,0,0.18,Joe Philbin,MIA,0.5,008E97,F58220,8,8,0,8.0
363,0,2014,SEA,CarrPe0,63,4.0,0.75,2.0,9,5,20,7.0,0.19,0.19,9.5,1.0,1,1,0.05,4,0,-0.063,0.062,0.312,-1,2,4,0,0.11,Pete Carroll,SEA,0.75,002244,69BE28,12,4,1,11.0
364,0,2014,GNB,McCaMi0,51,3.0,0.75,1.0,9,9,45,7.0,0.36,0.36,8.3,1.5,1,-1,0.0,0,0,0.219,0.062,-0.188,2,1,1,0,0.01,Mike McCarthy,GNB,0.75,203731,FFB612,12,4,1,10.5
365,0,2014,KAN,ReidAn0,56,0.0,0.563,0.0,16,2,8,0.0,0.27,1.249,5.7,1.0,1,1,0.0,0,0,-0.125,0.438,0.125,-1,0,0,0,0.06,Andy Reid,KAN,0.563,E31837,FFB612,9,7,0,8.0
366,0,2014,TAM,SmitLo0,56,0.0,0.0,0.0,10,1,-12,0.0,0.0,0.51,-9.8,-5.0,1,1,0.0,0,1,0.0,0.0,0.0,0,0,0,0,0.5,Lovie Smith,TAM,0.125,D50A0A,34302B,2,14,0,7.0
367,0,2014,NYG,CougTo0,68,0.0,0.375,0.0,19,11,16,8.0,0.02,0.04,-1.7,-2.0,-1,-1,0.0,0,0,-0.063,-0.188,-0.188,0,0,-5,0,0.45,Tom Coughlin,NYG,0.375,0B2265,A71930,6,10,0,8.0
368,0,2014,DAL,GarrJa0,48,2.0,0.75,1.0,5,5,10,1.0,0.06,0.06,5.4,4.0,1,1,0.06,2,0,0.25,0.25,0.25,2,2,2,0,0.0,Jason Garrett,DAL,0.75,002244,B0B7BC,12,4,1,8.0
369,0,2014,CAR,RiveRo0,52,2.0,0.469,1.0,4,4,1,1.0,0.43,0.43,-3.1,-1.0,-1,1,0.0,0,1,-0.281,0.031,0.094,0,2,2,0,0.15,Ron Rivera,CAR,0.469,0085CA,BFC0BF,7,8,1,8.0
370,0,2014,TEN,WhisKe0,52,0.0,0.0,0.0,7,1,-12,0.0,0.0,0.02,-11.8,-5.0,1,1,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0.69,Ken Whisenhunt,OTI,0.125,002244,4B92DB,2,14,0,7.0
371,0,2014,CLE,PettMi0,48,0.0,0.0,0.0,1,1,-2,0.0,0.0,0.0,-3.9,0.5,1,1,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.01,Mike Pettine,CLE,0.438,FB4F14,22150C,7,9,0,6.5
372,0,2014,PHI,KellCh0,51,0.0,0.625,0.0,2,2,8,0.0,0.08,0.08,3.9,1.0,1,1,0.0,0,0,0.0,0.375,0.125,-1,0,0,0,0.04,Chip Kelly,PHI,0.625,004953,A5ACAF,10,6,0,9.0
373,0,2014,CIN,LewiMa0,56,1.0,0.656,0.0,12,12,10,0.0,0.57,0.57,0.7,1.0,-1,1,0.0,0,1,-0.032,0.031,0.093,0,0,0,0,0.17,Marvin Lewis,CIN,0.656,FB4F14,000000,10,5,1,9.0
374,1,2014,SFO,HarbJi0,51,0.0,0.5,0.0,4,4,25,5.0,0.9,0.9,-1.0,-2.5,1,1,0.0,0,0,-0.25,-0.219,-0.313,-3,-4,-3,0,0.04,Jim Harbaugh,SFO,0.5,AA0000,B3995D,8,8,0,10.5
375,0,2014,DET,CaldJi0,59,1.0,0.0,0.0,4,1,6,0.0,0.02,0.16,2.1,2.5,1,1,0.02,6,1,0.0,0.0,0.0,0,0,0,0,0.0,Jim Caldwell,DET,0.688,005A8B,B0B7BC,11,5,1,8.5
376,1,2014,DEN,FoxxJo0,59,2.0,0.75,0.0,13,4,28,3.0,0.04,0.061,9.6,0.5,1,1,0.0,0,0,-0.063,-0.063,0.25,-2,0,0,0,0.06,John Fox,DEN,0.75,002244,FB4F14,12,4,1,11.5
377,0,2014,ARI,AriaBr0,62,1.0,0.688,0.0,3,2,10,0.0,0.83,0.83,2.0,3.5,1,-1,0.79,1,0,0.063,0.375,0.188,1,1,1,0,0.05,Bruce Arians,CRD,0.688,97233F,FFB612,11,5,1,7.5
378,0,2014,IND,PagaCh0,54,3.0,0.688,2.0,3,3,18,3.0,0.11,0.11,4.4,1.5,1,1,0.0,0,0,0.0,0.0,0.563,1,2,3,0,0.01,Chuck Pagano,CLT,0.688,002C5F,A5ACAF,11,5,1,9.5
379,1,2014,BUF,MarrDo0,50,0.0,0.563,0.0,2,2,-2,0.0,0.0,0.0,4.9,2.5,1,-1,0.0,0,0,0.188,0.188,0.188,0,0,0,0,0.06,Doug Marrone,BUF,0.563,00338D,C60C30,9,7,0,6.5
380,0,2014,JAX,BradGu0,48,0.0,0.188,0.0,2,2,-18,0.0,0.0,0.0,-10.5,-2.0,1,1,0.0,0,0,-0.062,0.063,-0.125,0,0,0,0,0.41,Gus Bradley,JAX,0.188,006778,9F792C,3,13,0,5.0
381,0,2014,STL,FishJe0,56,0.0,0.375,0.0,20,3,-7,0.0,0.0,0.295,-0.8,-1.0,1,1,0.0,0,0,-0.063,-0.094,0.25,0,0,0,0,0.32,Jeff Fisher,RAM,0.375,002244,B3995D,6,10,0,7.0
382,0,2013,IND,PagaCh0,53,2.0,0.688,1.0,2,2,12,1.0,0.11,0.11,4.0,2.5,1,1,0.0,0,0,0.0,0.563,0.063,1,2,1,0,0.0,Chuck Pagano,CLT,0.688,002C5F,A5ACAF,11,5,1,8.5
383,0,2013,BAL,HarbJo0,51,0.0,0.5,0.0,6,6,28,9.0,0.0,0.0,-3.5,-0.5,1,1,0.0,0,0,-0.125,-0.25,-0.25,-5,-3,-2,0,0.22,John Harbaugh,RAV,0.5,241773,9E7C0C,8,8,0,8.5
384,0,2013,STL,FishJe0,55,0.0,0.438,0.0,19,2,-3,0.0,0.0,0.295,2.2,-0.5,-1,1,0.0,0,0,-0.031,0.313,0.0,0,0,0,0,0.14,Jeff Fisher,RAM,0.438,002244,B3995D,7,9,0,7.5
385,0,2013,ATL,SmitMi0,54,0.0,0.25,0.0,6,6,24,1.0,0.49,0.49,-2.8,-6.0,1,1,0.0,0,0,-0.563,-0.375,-0.563,-3,-1,-2,1,0.6,Mike Smith,ATL,0.25,A71930,A5ACAF,4,12,0,10.0
386,0,2013,OAK,AlleDe0,41,0.0,0.25,0.0,2,2,-16,0.0,0.0,0.0,-8.0,-1.5,1,1,0.0,0,0,0.0,-0.25,-0.25,0,0,0,0,0.34,Dennis Allen,RAI,0.25,A5ACAF,000000,4,12,0,5.5
387,0,2013,GNB,McCaMi0,50,1.0,0.531,0.0,8,8,37,6.0,0.36,0.36,-3.1,-2.5,1,-1,0.0,0,0,-0.157,-0.407,-0.094,-1,-1,-4,0,0.34,Mike McCarthy,GNB,0.531,203731,FFB612,8,7,1,10.5
388,1,2013,TAM,SchiGr0,47,0.0,0.25,0.0,2,2,-10,0.0,0.0,0.0,-2.7,-3.5,1,1,0.0,0,0,-0.188,0.0,-0.375,0,0,0,1,0.52,Greg Schiano,TAM,0.25,D50A0A,34302B,4,12,0,7.5
389,0,2013,ARI,AriaBr0,61,0.0,0.0,0.0,2,1,4,0.0,0.04,0.04,6.4,4.5,1,1,0.04,5,0,0.0,0.0,0.0,0,0,0,0,0.06,Bruce Arians,CRD,0.625,97233F,FFB612,10,6,0,5.5
390,1,2013,DET,SchwJi0,47,0.0,0.438,0.0,5,5,-22,0.0,0.0,0.0,-1.6,-1.0,1,1,0.0,0,0,0.188,-0.187,0.063,0,-1,0,1,0.57,Jim Schwartz,DET,0.438,005A8B,B0B7BC,7,9,0,8.0
391,1,2013,CLE,ChudRo0,45,0.0,0.0,0.0,1,1,-8,0.0,0.0,0.0,-7.7,-2.5,1,1,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.08,Rob Chudzinski,CLE,0.25,FB4F14,22150C,4,12,0,6.5
392,0,2013,DAL,GarrJa0,47,0.0,0.5,0.0,4,4,2,0.0,0.0,0.0,-0.7,-0.5,1,1,0.0,0,0,0.0,0.0,0.125,0,0,0,0,0.18,Jason Garrett,DAL,0.5,002244,B0B7BC,8,8,0,8.5
393,0,2013,NWE,BeliBi0,61,3.0,0.75,1.0,19,14,102,18.0,2.543,2.602,5.9,1.0,1,1,0.14,3,0,0.0,-0.063,-0.125,0,-1,1,0,0.05,Bill Belichick,NWE,0.75,002244,C60C30,12,4,1,11.0
394,0,2013,SEA,CarrPe0,62,5.0,0.813,3.0,8,4,12,5.0,0.14,0.14,13.0,2.5,1,1,0.04,6,0,0.125,0.375,0.375,3,5,3,0,0.01,Pete Carroll,SEA,0.813,002244,69BE28,13,3,0,10.5
395,0,2013,CHI,TresMa0,57,0.0,0.333,0.0,1,1,0,0.0,0.0,0.0,-4.1,-0.5,1,1,0.0,0,0,-0.079,0.157,-0.02,0,0,0,0,0.2,Marc Trestman,CHI,0.5,0B162A,C83803,8,8,0,8.5
396,0,2013,DEN,FoxxJo0,58,4.0,0.813,2.0,12,3,20,3.0,0.04,0.061,11.4,1.5,1,1,0.0,0,0,0.0,0.313,0.563,2,2,4,0,0.02,John Fox,DEN,0.813,002244,FB4F14,13,3,1,11.5
397,0,2013,BUF,MarrDo0,49,0.0,0.0,0.0,1,1,-4,0.0,0.0,0.0,-3.2,-0.5,1,1,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.09,Doug Marrone,BUF,0.375,00338D,C60C30,6,10,0,6.5
398,0,2013,NYJ,RyanRe0,51,0.0,0.5,0.0,5,5,4,4.0,0.0,0.0,-6.1,1.5,-1,1,0.0,0,0,0.125,0.0,-0.188,0,0,-3,0,0.14,Rex Ryan,NYJ,0.5,203731,000000,8,8,0,6.5
399,0,2013,SFO,HarbJi0,50,3.0,0.75,2.0,3,3,25,5.0,0.9,0.9,10.1,0.5,1,1,0.0,0,0,0.031,-0.063,0.375,-1,0,3,0,0.02,Jim Harbaugh,SFO,0.75,AA0000,B3995D,12,4,1,11.5
400,0,2013,CIN,LewiMa0,55,1.0,0.688,0.0,11,11,5,0.0,0.57,0.57,5.4,2.5,1,1,0.0,0,1,0.063,0.125,0.438,0,0,1,0,0.06,Marvin Lewis,CIN,0.688,FB4F14,000000,11,5,1,8.5
401,0,2013,MIA,PhilJo0,52,0.0,0.5,0.0,2,2,-2,0.0,0.0,0.0,-0.8,0.0,1,1,0.0,0,0,0.062,0.125,0.062,0,0,0,0,0.02,Joe Philbin,MIA,0.5,008E97,F58220,8,8,0,8.0
402,0,2013,PHI,KellCh0,50,1.0,0.0,0.0,1,1,4,0.0,0.08,0.08,1.9,2.5,1,1,0.08,4,0,0.0,0.0,0.0,0,0,0,0,0.0,Chip Kelly,PHI,0.625,004953,A5ACAF,10,6,1,7.5
403,1,2013,MIN,FrazLe0,54,0.0,0.344,0.0,4,4,-11,0.0,0.06,0.06,-6.6,-2.0,1,1,0.0,0,1,-0.281,0.156,-0.031,-1,0,0,1,0.57,Leslie Frazier,MIN,0.344,4F2683,FFC62F,5,10,0,7.0
404,0,2013,JAX,BradGu0,47,0.0,0.235,0.0,1,1,-8,0.0,0.0,0.0,-11.1,-1.0,1,1,0.0,0,0,-0.294,-0.294,0.059,0,-2,0,0,0.15,Gus Bradley,JAX,0.25,006778,9F792C,4,12,0,5.0
405,0,2013,NOR,PaytSe0,50,2.0,0.688,1.0,7,6,34,6.0,1.11,1.11,8.8,2.0,1,1,0.0,0,0,0.25,-0.125,0.0,2,0,1,0,0.02,Sean Payton,NOR,0.688,9F8958,000000,11,5,1,9.0
406,1,2013,WAS,ShanMi0,61,0.0,0.188,0.0,20,4,-16,0.0,0.0,0.257,-9.3,-5.0,1,1,0.0,0,0,-0.437,-0.125,-0.187,-1,0,0,1,0.64,Mike Shanahan,WAS,0.188,773141,FFB612,3,13,0,8.0
407,0,2013,CAR,RiveRo0,51,2.0,0.75,0.0,3,3,2,0.0,0.43,0.43,9.2,4.5,-1,1,0.43,1,1,0.312,0.375,0.625,2,2,2,0,0.04,Ron Rivera,CAR,0.75,0085CA,BFC0BF,12,4,1,7.5
